	organism	seedid	kingdom	phylum	mclass	order	family	genus	oxygenstat	metabolism	gram	mtype	genes	reactions	metabolites	draftcreator	draftcreated	phenotype	imgid	ncbiid	platform	kbaseid
234	Lactobacillus_salivarius_HO66_ATCC_11741	Lactobacillus_salivarius_ATCC_11741_525364_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Probiotic	573	913	735	Ines_Thiele	06_25_12	3.0	643886048.0	1624.0	Kbase	
235	Lactobacillus_salivarius_salivarius_UCC118	Lactobacillus_salivarius_UCC118_362948_14	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Probiotic	575	921	738	Ines_Thiele	06_25_12	5.0		362948.0	Kbase	
236	Lactobacillus_ultunensis_DSM_16047	Lactobacillus_ultunensis_DSM_16047_525365_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Commensal	556	908	741	Ines_Thiele	06_25_12	1.0	643886047.0	525365.0	Kbase	
237	Laribacter_hongkongensis_HLHK9	Laribacter_hongkongensis_HLHK9_557598_3	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Chromobacteriaceae	Laribacter	Facultative_anaerobe	Asaccharolytic_nonfermentative	Negative	Pathogen	748	1263	986	Eugen_Bauer	08_03_14	2.0	643692026.0	557598.0	Kbase	
238	Leuconostoc_mesenteroides_subsp_cremoris_ATCC_19254	Leuconostoc_mesenteroides_subsp_cremoris_ATCC_19254_586220_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Probiotic	583	871	735	Ines_Thiele	06_25_12	1.0	643886109.0	586220.0	Kbase	
239	Listeria_grayi_DSM_20601	Listeria_grayi_DSM_20601_525367_9	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Commensal	809	1235	905	Ines_Thiele	06_25_12	1.0	2562617157.0	525367.0	ModelSEED	
240	Listeria_monocytogenes_4a_L99		Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Pathogen	804	1281	961	Eugen_Bauer	08_03_14	5.0	650377957.0	565047.0	ModelSEED	
241	Listeria_monocytogenes_4b_F2365	Listeria_monocytogenes_str_4b_F2365_265669_9	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Pathogen	819	1307	969	Eugen_Bauer	08_03_14	1.0	637000154.0	265669.0	ModelSEED	
242	Listeria_monocytogenes_FSL_R2_561	Listeria_monocytogenes_FSL_R2_561_393126_4	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Pathogen	836	1305	967	Eugen_Bauer	08_03_14	1.0	2511231184.0	393126.0	ModelSEED	
243	Listeria_monocytogenes_Finland_1988	Listeria_monocytogenes_Finland_1988_393127_4	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Pathogen	842	1308	969	Eugen_Bauer	08_03_14	4.0	2511231203.0	393127.0	ModelSEED	
244	Listeria_monocytogenes_J0161_FSL_R2_499	Listeria_monocytogenes_J0161_393130_8	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Pathogen	830	1306	967	Eugen_Bauer	08_03_14	1.0	2511231190.0	393130.0	ModelSEED	
245	Listeria_monocytogenes_SLCC_2378	Listeria_monocytogenes_SLCC2378_879088_3	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Pathogen	825	1307	969	Eugen_Bauer	08_03_14	1.0	2526164717.0	879088.0	ModelSEED	
246	Listeria_monocytogenes_SLCC_2540	Listeria_monocytogenes_SLCC2540_879089_3	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Pathogen	830	1308	968	Eugen_Bauer	08_03_14	5.0	2526164720.0	879089.0	Kbase	
247	Listeria_monocytogenes_SLCC_7179	Listeria_monocytogenes_SLCC7179_879090_3	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Pathogen	821	1305	967	Eugen_Bauer	08_03_14	5.0	2540341143.0	879090.0	Kbase	
248	Listeria_monocytogenes_serotype_7_SLCC_2482	Listeria_monocytogenes_serotype_7_str_SLCC2482_1639_166	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Pathogen	833	1305	968	Eugen_Bauer	08_03_14	5.0	2561511150.0	863767.0	ModelSEED	
249	Marvinbryantia_formatexigens_I_52_DSM_14469	Bryantella_formatexigens_DSM_14469_478749_5	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	Obligate_anaerobe	Saccharolytic_fermentative_hydrogen_used_as_energy_source	Positive	Commensal	821	1042	848	Ines_Thiele	04_20_12	1.0	2562617090.0	168384.0	Kbase	
250	Megamonas_hypermegale_ART12_1	Megamonas_hypermegale_ART12_1_657316_3	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megamonas	Obligate_anaerobe	Saccharolytic_fermentative	Negative	Commensal	967	1102	881	Ines_Thiele	06_25_12	1.0	650377958.0	657316.0	ModelSEED	
251	Methanobrevibacter_smithii_ATCC_35061	Methanobrevibacter_smithii_ATCC_35061_420247_6	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	Obligate_anaerobe	Uses_carbon_dioxide_hydrogen_and_formate_as_energy_sources_and_acetate_as_carbon_source	Positive	Commensal	405	699	648	Ines_Thiele	06_29_12		640427121.0	420247.0	Kbase	
252	Mitsuokella_multacida_DSM_20544	Mitsuokella_multacida_DSM_20544_500635_8	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Mitsuokella	Obligate_anaerobe	Saccharolytic_fermentative	Negative	Commensal	747	1068	847	Ines_Thiele	06_25_12	5.0	2562617158.0	500635.0	Kbase	
253	Odoribacter_splanchnicus_1651_6_DSM_20712	Odoribacter_splanchnicus_DSM_20712_709991_3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Odoribacter	Obligate_anaerobe	Saccharolytic_fermentative	Negative	Commensal	688	1132	947	Eugen_Bauer	08_03_14	1.0	649633078.0	28118.0	ModelSEED	
254	Oxalobacter_formigenes_HOxBLS	Oxalobacter_formigenes_HOxBLS_556268_6	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	Obligate_anaerobe	Asaccharolytic_uses_oxalate_as_sole_energy_source	Negative	Probiotic	564	909	777	Ines_Thiele	06_25_12	1.0	646206250.0	556268.0	ModelSEED	
255	Oxalobacter_formigenes_OXCC13	Oxalobacter_formigenes_OXCC13_556269_4	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacter	Obligate_anaerobe	Asaccharolytic_uses_oxalate_as_sole_energy_source	Negative	Probiotic	582	939	796	Ines_Thiele	06_25_12	3.0	646206265.0	556269.0	ModelSEED	
256	Parabacteroides_distasonis_ATCC_8503	Parabacteroides_distasonis_ATCC_8503_435591_13	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Nanaerobe	Saccharolytic_fermentative	Negative	Commensal	796	1347	1044	Eugen_Bauer	08_03_14	3.0	640753039.0	435591.0	Kbase	
257	Parabacteroides_johnsonii_DSM_18315	Parabacteroides_johnsonii_DSM_18315_537006_5	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Nanaerobe	Saccharolytic_fermentative	Negative	Commensal	803	1282	980	Ines_Thiele	04_20_12	1.0	642979358.0	537006.0	ModelSEED	
258	Parabacteroides_merdae_ATCC_43184	Parabacteroides_merdae_ATCC_43184_411477_4	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Nanaerobe	Saccharolytic_fermentative	Negative	Commensal	774	1303	990	Ines_Thiele	04_20_12	1.0	640963016.0	411477.0	ModelSEED	
259	Parabacteroides_sp_D13	Parabacteroides_sp_D13_563193_3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Nanaerobe	Saccharolytic_fermentative	Negative	Commensal	877	1212	984	Ines_Thiele	06_29_12	4.0	646206279.0	563193.0	Kbase	
260	Parvimonas_micra_ATCC_33270	Parvimonas_micra_ATCC_33270_411465_10	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptoniphilaceae	Parvimonas	Obligate_anaerobe	Asaccharolytic_proteolytic_fermentative	Positive	Commensal	374	725	635	Ines_Thiele	06_25_12	4.0	641380421.0	411465.0	ModelSEED	
261	Pediococcus_acidilactici_7_4	Pediococcus_acidilactici_7_4_563194_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Obligate_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Commensal	602	863	723	Ines_Thiele	06_29_12	1.0	647533194.0	563194.0	ModelSEED	
262	Pediococcus_acidilactici_DSM_20284	Pediococcus_acidilactici_DSM_20284_862514_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Obligate_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Commensal	594	855	713	Ines_Thiele	06_29_12	4.0	649989981.0	862514.0	ModelSEED	
263	Phascolarctobacterium_succinatutens_YIT_12067	Phascolarctobacterium_sp_YIT_12067_626939_3	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	Obligate_anaerobe	Asaccharolytic_ferments_only_succinate	Negative	Commensal	604	1018	833	Ines_Thiele	06_29_12	3.0	649989983.0	626939.0	ModelSEED	
264	Porphyromonas_gingivalis_W83	Porphyromonas_gingivalis_W83_242619_8	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Obligate_anaerobe	Asaccharolytic_proteolytic_fermentative	Negative	Pathogen	457	1018	863	Eugen_Bauer	08_03_14	1.0	637000209.0	242619.0	Kbase	
265	Prevotella_copri_CB7_DSM_18205	Prevotella_copri_DSM_18205_537011_5	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Nanaerobe	Saccharolytic_fermentative	Negative	Commensal	1191	957	802	Ines_Thiele	06_25_12	3.0	2562617166.0	165179.0	Kbase	
266	Prevotella_salivae_DSM_15606	Prevotella_salivae_DSM_15606_888832_3	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Nanaerobe	Saccharolytic_fermentative	Negative	Commensal	545	897	755	Ines_Thiele	06_29_12	3.0	649989989.0	888832.0	Kbase	
267	Providencia_alcalifaciens_DSM_30120	Providencia_alcalifaciens_DSM_30120_520999_6	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Providencia	Facultative_anaerobe	Fermentative_or_respiratory_various_carbohydrates_and_amino_acids_used	Negative	Pathogen	992	1467	1015	Ines_Thiele	06_25_12	1.0	642979317.0	520999.0	ModelSEED	
268	Providencia_rettgeri_DSM_1131	Providencia_rettgeri_DSM_1131_521000_6	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Providencia	Facultative_anaerobe	Fermentative_or_respiratory_various_carbohydrates_and_amino_acids_used	Negative	Pathogen	1213	1586	1094	Ines_Thiele	06_25_12	2.0	2562617097.0	521000.0	Kbase	
269	Providencia_rustigianii_DSM_4541	Providencia_rustigianii_DSM_4541_500637_6	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Providencia	Facultative_anaerobe	Fermentative_or_respiratory_various_carbohydrates_and_amino_acids_used	Negative	Pathogen	1955	1465	1010	Ines_Thiele	06_25_12	2.0	642979318.0	500637.0	Kbase	
270	Providencia_stuartii_ATCC_25827	Providencia_stuartii_ATCC_25827_471874_6	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Providencia	Facultative_anaerobe	Fermentative_or_respiratory_various_carbohydrates_and_amino_acids_used	Negative	Pathogen	1062	1588	1064	Ines_Thiele	06_25_12	1.0	641736172.0	471874.0	Kbase	
271	Pseudoflavonifractor_capillosus_strain_ATCC_29799	Bacteroides_capillosus_ATCC_29799_411467_6	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	Pseudoflavonifractor	Obligate_anaerobe	Asaccharolytic_some_carbohydrates_may_be_weakly_fermented	Negative	Commensal	728	1070	885	Ines_Thiele	04_20_12	3.0	640963014.0	411467.0	Kbase	
272	Pseudomonas_aeruginosa_NCGM2_S1	Pseudomonas_aeruginosa_NCGM2_S1_1089456_3	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Aerobe	Strictly_respiratory_amino_acids_carbohydrates_and_fatty_acids_utilized	Negative	Opportunistic_pathogen	1242	1607	1134	Eugen_Bauer	08_03_14	1.0	2511231165.0	1089456.0	Kbase	
273	Ralstonia_sp_5_7_47FAA	Ralstonia_sp_5_7_47FAA_658664_3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Aerobe	Strictly_aerobic_respiratory	Negative	Commensal	1223	1482	1065	Ines_Thiele	06_29_12	1.0	649989994.0	658664.0	ModelSEED	
274	Roseburia_intestinalis_L1_82	Roseburia_intestinalis_L1_82_536231_5	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Obligate_anaerobe	Saccharolytic_fermentative_acetate_converted_to_butyrate	Negative	Commensal	790	1088	891	Ines_Thiele	06_25_12	1.0	2562617159.0	536231.0	ModelSEED	
275	Roseburia_inulinivorans_DSM_16841	Roseburia_inulinivorans_DSM_16841_622312_4	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Obligate_anaerobe	Saccharolytic_fermentative_acetate_converted_to_butyrate	Negative	Commensal	708	1087	897	Ines_Thiele	06_25_12	4.0	643886006.0	622312.0	ModelSEED	
276	Ruminococcaceae_bacterium_D16	Ruminococcaceae_bacterium_D16_552398_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	Obligate_anaerobe	Uncharacterized	Uncharacterized	Uncharacterized	690	963	860	Ines_Thiele	06_29_12	2.0	2562617183.0	552398.0	Kbase	
277	Ruminococcus_bromii_L2_63	Ruminococcus_bromii_L2_63_657321_5	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	519	784	680	Ines_Thiele	04_20_12	1.0	650377966.0	657321.0	Kbase	
278	Ruminococcus_gnavus_ATCC_29149	Ruminococcus_gnavus_ATCC_29149_411470_6	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	791	1148	921	Ines_Thiele	06_25_12	4.0	640963057.0	411470.0	Kbase	
279	Ruminococcus_lactaris_ATCC_29176	Ruminococcus_lactaris_ATCC_29176_471875_6	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	644	958	843	Ines_Thiele	04_20_12	1.0	642791604.0	471875.0	Kbase	
280	Ruminococcus_obeum_A2_162	Ruminococcus_obeum_A2_162_657314_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	823	1110	892	Ines_Thiele	04_20_12	1.0	650377967.0	657314.0	Kbase	
281	Ruminococcus_champanellensis_18P13	Ruminococcus_sp_18P13_213810_4	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	524	882	765	Ines_Thiele	06_25_12	1.0	650377969.0	213810.0	ModelSEED	
282	Ruminococcus_sp_5_1_39BFAA	Ruminococcus_sp_5_1_39BFAA_457412_4	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Obligate_anaerobe	Saccharolytic_fermentative	Structurally_positive_but_may_stain_negative	Commensal	837	1083	892	Ines_Thiele	06_29_12	1.0	2562617160.0	457412.0	ModelSEED	
283	Ruminococcus_sp_SR1_5	Ruminococcus_sp_SR1_5_657323_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Obligate_anaerobe	Saccharolytic_fermentative	Structurally_positive_but_may_stain_negative	Commensal	868	1098	899	Ines_Thiele	04_20_12	1.0	650377968.0	657323.0	ModelSEED	
284	Ruminococcus_torques_ATCC_27756	Ruminococcus_torques_ATCC_27756_411460_6	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	612	988	799	Ines_Thiele	06_29_12	2.0	640963025.0	411460.0	Kbase	
285	Ruminococcus_torques_L2_14	Ruminococcus_torques_L2_14_657313_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	799	1124	918	Ines_Thiele	04_20_12	4.0	650377970.0	657313.0	Kbase	
286	Salmonella_enterica_enterica_sv_Typhimurium_LT2	Salmonella_enterica_subsp_enterica_serovar_Typhimurium_str_946034_3	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Facultative_anaerobe	Fermentative_or_respiratory_variety_of_carbon_sources_used	Negative	Pathogen	1263	1765	1156	Ines_Thiele	08_07_12	1.0	637000255.0	1457319.0	Kbase	
287	Streptococcus_anginosus_1_2_62CV	Streptococcus_anginosus_1_2_62CV_742820_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Pathogen	558	882	719	Ines_Thiele	06_29_12	3.0	649990001.0	742820.0	ModelSEED	
288	Streptococcus_equinus_ATCC_9812	Streptococcus_equinus_ATCC_9812_525379_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Commensal	606	947	757	Ines_Thiele	06_29_12	4.0	649990006.0	525379.0	ModelSEED	
289	Streptococcus_infantarius_subsp_infantarius_ATCC_BAA_102	Streptococcus_infantarius_subsp_infantarius_ATCC_BAA_102_471872_6	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Commensal	637	984	779	Ines_Thiele	06_25_12	1.0	641736171.0	471872.0	Kbase	
290	Streptococcus_sp_2_1_36FAA	Streptococcus_sp_2_1_36FAA_469609_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Commensal	613	1007	827	Ines_Thiele	06_29_12	2.0	647533231.0	469609.0	Kbase	
291	Streptococcus_sp_I_G2		Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Commensal	550	992	774	Eugen_Bauer	08_03_14	3.0	2546825502.0	1156431.0	Kbase	
292	Streptococcus_sp_I_P16		Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Commensal	582	1027	807	Eugen_Bauer	08_03_14	2.0	2546825503.0	1156433.0	ModelSEED	
293	Streptococcus_thermophilus_LMG_18311	Streptococcus_thermophilus_LMG_18311_264199_4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Probiotic	612	927	745	Ines_Thiele	08_07_12	2.0	637000303.0	264199.0	ModelSEED	
294	Subdoligranulum_variabile_DSM_15176	Subdoligranulum_variabile_DSM_15176_411471_5	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	Obligate_anaerobe	Saccharolytic_fermentative	Negative	Commensal	1410	1057	846	Ines_Thiele	06_25_12	2.0	2562617078.0	411471.0	ModelSEED	
295	Succinatimonas_hippei_YIT_12066	Succinatimonas_hippei_YIT_12066_762983_3	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinatimonas	Obligate_anaerobe	Saccharolytic_fermentative	Negative	Commensal	667	1043	849	Ines_Thiele	06_29_12	4.0	649990019.0	762983.0	Kbase	
296	Sutterella_wadsworthensis_3_1_45B	Sutterella_wadsworthensis_3_1_45B_742821_3	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Microaerophile__anaerobe	Asaccharolytic_nonfermentative	Negative	Pathogen	649	1017	840	Ines_Thiele	06_29_12	3.0	649990021.0	742821.0	Kbase	
297	Veillonella_parvula_Te3_DSM_2008	Veillonella_parvula_DSM_2008_479436_6	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Obligate_anaerobe	Asaccharolytic_ferments_TCA_cycle_intermediates	Negative	Commensal	603	1084	859	Eugen_Bauer	08_03_14	5.0	646311965.0	29466.0	Kbase	
298	Veillonella_sp_3_1_44	Veillonella_sp_3_1_44_457416_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	Obligate_anaerobe	Asaccharolytic_ferments_TCA_cycle_intermediates	Negative	Commensal	643	984	805	Ines_Thiele	06_29_12	4.0	647533241.0	457416.0	ModelSEED	
299	Veillonella_sp_6_1_27	Veillonella_sp_6_1_27_450749_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	Obligate_anaerobe	Asaccharolytic_ferments_TCA_cycle_intermediates	Negative	Commensal	655	991	813	Ines_Thiele	06_29_12	4.0	647533242.0	450749.0	ModelSEED	
300	Weissella_paramesenteroides_ATCC_33313	Weissella_paramesenteroides_ATCC_33313_585506_3	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Facultative_anaerobe	Saccharolytic_respiratory_or_fermentative	Positive	Commensal	577	946	748	Ines_Thiele	06_25_12	3.0	645058793.0	585506.0	Kbase	
301	Adlercreutzia_equolifaciens_DSM_19450		Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	Obligate_anaerobe	Asaccharolytic_nonfermentative	Positive	Commensal	590	943	814	chenry	09_09_14		2597489914.0	1384484.0	Kbase	
302	Alistipes_putredinis_DSM_17216	Alistipes_putredinis_DSM_17216_445970_5	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Obligate_anaerobe	Weakly_saccharolytic_fermentative	Negative	Commensal	419	842	711	chenry	09_09_14			445970.0	Kbase	kb|g_1522
303	Anaerostipes_hadrus_DSM_3319	Anaerostipes_hadrus_DSM_3319_649757_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Commensal	790	1130	913	chenry	09_10_14		2534681714.0	649757.0	Kbase	kb|g_32259
304	Clostridium_butyricum_E4_str_BoNT_E_BL5262	Clostridium_butyricum_E4_str_BoNT_E_BL5262_632245_3	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Obligate_anaerobe	Saccharolytic_fermentative	Positive	Probiotic	937	1379	992	chenry	09_09_14		645058703.0	632245.0	ModelSEED	kb|g_2662
305	Eggerthella_lenta_DSM_2243	Eggerthella_lenta_DSM_2243_479437_5	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Nanaerobe	Asaccharolytic	Positive	Commensal	575	978	813	chenry	09_09_14			479437.0	ModelSEED	kb|g_1738
