organism	seedid	kingdom	phylum	mclass	order	family	genus	oxygenstat	metabolism	gram	mtype	genes	reactions	metabolites	draftcreator	draftcreated	phenotype	imgid	ncbiid	platform	kbaseid
Pediococcus acidilactici 7_4	Pediococcus acidilactici 7_4 (563194.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Obligate anaerobe	Saccharolytic, respiratory or fermentative	Positive	Commensal	602	863	723	Ines Thiele	06/29/12	1	647533194	563194	ModelSEED	
Pediococcus acidilactici DSM 20284	Pediococcus acidilactici DSM 20284 (862514.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	Obligate anaerobe	Saccharolytic, respiratory or fermentative	Positive	Commensal	594	855	713	Ines Thiele	06/29/12	4	649989981	862514	ModelSEED	
Phascolarctobacterium succinatutens YIT 12067	Phascolarctobacterium sp. YIT 12067 (626939.3)	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Phascolarctobacterium	Obligate anaerobe	Asaccharolytic, ferments only succinate	Negative	Commensal	604	1018	833	Ines Thiele	06/29/12	3	649989983	626939	ModelSEED	
Porphyromonas gingivalis W83	Porphyromonas gingivalis W83 (242619.8)	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	Obligate anaerobe	Asaccharolytic, proteolytic, fermentative	Negative	Pathogen	457	1018	863	Eugen Bauer	08/03/14	1	637000209	242619	Kbase	
Prevotella copri CB7, DSM 18205	Prevotella copri DSM 18205 (537011.5)	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	1191	957	802	Ines Thiele	06/25/12	3	2562617166	165179	Kbase	
Prevotella salivae DSM 15606	Prevotella salivae DSM 15606 (888832.3)	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	545	897	755	Ines Thiele	06/29/12	3	649989989	888832	Kbase	
Providencia alcalifaciens DSM 30120	Providencia alcalifaciens DSM 30120 (520999.6)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Providencia	Facultative anaerobe	Fermentative or respiratory, various carbohydrates and amino acids used	Negative	Pathogen	992	1467	1015	Ines Thiele	06/25/12	1	642979317	520999	ModelSEED	
Providencia rettgeri DSM 1131	Providencia rettgeri DSM 1131 (521000.6)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Providencia	Facultative anaerobe	Fermentative or respiratory, various carbohydrates and amino acids used	Negative	Pathogen	1213	1586	1094	Ines Thiele	06/25/12	2	2562617097	521000	Kbase	
Providencia rustigianii DSM 4541	Providencia rustigianii DSM 4541 (500637.6)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Providencia	Facultative anaerobe	Fermentative or respiratory, various carbohydrates and amino acids used	Negative	Pathogen	1955	1465	1010	Ines Thiele	06/25/12	2	642979318	500637	Kbase	
Providencia stuartii ATCC 25827	Providencia stuartii ATCC 25827 (471874.6)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Providencia	Facultative anaerobe	Fermentative or respiratory, various carbohydrates and amino acids used	Negative	Pathogen	1062	1588	1064	Ines Thiele	06/25/12	1	641736172	471874	Kbase	
Pseudoflavonifractor capillosus strain ATCC 29799	Bacteroides capillosus ATCC 29799 (411467.6)	Bacteria	Firmicutes	Clostridia	Clostridiales	unclassified Clostridiales	Pseudoflavonifractor	Obligate anaerobe	Asaccharolytic, some carbohydrates may be weakly fermented	Negative	Commensal	728	1070	885	Ines Thiele	04/20/12	3	640963014	411467	Kbase	
Pseudomonas aeruginosa NCGM2.S1	Pseudomonas aeruginosa NCGM2.S1 (1089456.3)	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Aerobe	Strictly respiratory, amino acids, carbohydrates and fatty acids utilized	Negative	Opportunistic pathogen	1242	1607	1134	Eugen Bauer	08/03/14	1	2511231165	1089456	Kbase	
Ralstonia sp. 5_7_47FAA	Ralstonia sp. 5_7_47FAA (658664.3)	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Aerobe	Strictly aerobic, respiratory	Negative	Commensal	1223	1482	1065	Ines Thiele	06/29/12	1	649989994	658664	ModelSEED	
Roseburia intestinalis L1-82	Roseburia intestinalis L1-82 (536231.5)	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Obligate anaerobe	Saccharolytic, fermentative, acetate converted to butyrate	Negative	Commensal	790	1088	891	Ines Thiele	06/25/12	1	2562617159	536231	ModelSEED	
Roseburia inulinivorans DSM 16841	Roseburia inulinivorans DSM 16841 (622312.4)	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Obligate anaerobe	Saccharolytic, fermentative, acetate converted to butyrate	Negative	Commensal	708	1087	897	Ines Thiele	06/25/12	4	643886006	622312	ModelSEED	
Ruminococcaceae bacterium D16	Ruminococcaceae bacterium D16 (552398.3)	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified Ruminococcaceae	Obligate anaerobe	Uncharacterized	Uncharacterized	Uncharacterized	690	963	860	Ines Thiele	06/29/12	2	2562617183	552398	Kbase	
Ruminococcus bromii L2-63	Ruminococcus bromii L2-63 (657321.5)	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	519	784	680	Ines Thiele	04/20/12	1	650377966	657321	Kbase	
Ruminococcus gnavus ATCC 29149	Ruminococcus gnavus ATCC 29149 (411470.6)	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	791	1148	921	Ines Thiele	06/25/12	4	640963057	411470	Kbase	
Ruminococcus lactaris ATCC 29176	Ruminococcus lactaris ATCC 29176 (471875.6)	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	644	958	843	Ines Thiele	04/20/12	1	642791604	471875	Kbase	
Ruminococcus obeum A2-162	Ruminococcus obeum A2-162 (657314.3)	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	823	1110	892	Ines Thiele	04/20/12	1	650377967	657314	Kbase	
Ruminococcus champanellensis 18P13	Ruminococcus sp. 18P13 (213810.4)	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	524	882	765	Ines Thiele	06/25/12	1	650377969	213810	ModelSEED	
Ruminococcus sp. 5_1_39BFAA	Ruminococcus sp. 5_1_39BFAA (457412.4)	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Obligate anaerobe	Saccharolytic, fermentative	Structurally positive but may stain negative	Commensal	837	1083	892	Ines Thiele	06/29/12	1	2562617160	457412	ModelSEED	
Ruminococcus sp. SR1/5	Ruminococcus sp. SR1/5 (657323.3)	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Obligate anaerobe	Saccharolytic, fermentative	Structurally positive but may stain negative	Commensal	868	1098	899	Ines Thiele	04/20/12	1	650377968	657323	ModelSEED	
Ruminococcus torques ATCC 27756	Ruminococcus torques ATCC 27756 (411460.6)	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	612	988	799	Ines Thiele	06/29/12	2	640963025	411460	Kbase	
Ruminococcus torques L2-14	Ruminococcus torques L2-14 (657313.3)	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	799	1124	918	Ines Thiele	04/20/12	4	650377970	657313	Kbase	
Salmonella enterica enterica sv Typhimurium LT2	Salmonella enterica subsp. enterica serovar Typhimurium str. (946034.3)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Salmonella	Facultative anaerobe	Fermentative or respiratory, variety of carbon sources used	Negative	Pathogen	1263	1765	1156	Ines Thiele	08/07/12	1	637000255	1457319	Kbase	
Streptococcus anginosus 1_2_62CV	Streptococcus anginosus 1_2_62CV (742820.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Pathogen	558	882	719	Ines Thiele	06/29/12	3	649990001	742820	ModelSEED	
Streptococcus equinus ATCC 9812	Streptococcus equinus ATCC 9812 (525379.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Commensal	606	947	757	Ines Thiele	06/29/12	4	649990006	525379	ModelSEED	
Streptococcus infantarius subsp. infantarius ATCC BAA-102	Streptococcus infantarius subsp. infantarius ATCC BAA-102 (471872.6)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Commensal	637	984	779	Ines Thiele	06/25/12	1	641736171	471872	Kbase	
Streptococcus sp. 2_1_36FAA	Streptococcus sp. 2_1_36FAA (469609.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Commensal	613	1007	827	Ines Thiele	06/29/12	2	647533231	469609	Kbase	
Streptococcus sp. I-G2		Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Commensal	550	992	774	Eugen Bauer	08/03/14	3	2546825502	1156431	Kbase	
Streptococcus sp. I-P16		Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Commensal	582	1027	807	Eugen Bauer	08/03/14	2	2546825503	1156433	ModelSEED	
Streptococcus thermophilus LMG 18311	Streptococcus thermophilus LMG 18311 (264199.4)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	612	927	745	Ines Thiele	08/07/12	2	637000303	264199	ModelSEED	
Subdoligranulum variabile DSM 15176	Subdoligranulum variabile DSM 15176 (411471.5)	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	1410	1057	846	Ines Thiele	06/25/12	2	2562617078	411471	ModelSEED	
Succinatimonas hippei YIT 12066	Succinatimonas hippei YIT 12066 (762983.3)	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinatimonas	Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	667	1043	849	Ines Thiele	06/29/12	4	649990019	762983	Kbase	
Sutterella wadsworthensis 3_1_45B	Sutterella wadsworthensis 3_1_45B (742821.3)	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Microaerophile/ anaerobe	Asaccharolytic, nonfermentative	Negative	Pathogen	649	1017	840	Ines Thiele	06/29/12	3	649990021	742821	Kbase	
Veillonella parvula Te3, DSM 2008	Veillonella parvula DSM 2008 (479436.6)	Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonella	Obligate anaerobe	Asaccharolytic, ferments TCA cycle intermediates	Negative	Commensal	603	1084	859	Eugen Bauer	08/03/14	5	646311965	29466	Kbase	
Veillonella sp. 3_1_44	Veillonella sp. 3_1_44 (457416.3)	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	Obligate anaerobe	Asaccharolytic, ferments TCA cycle intermediates	Negative	Commensal	643	984	805	Ines Thiele	06/29/12	4	647533241	457416	ModelSEED	
Veillonella sp. 6_1_27	Veillonella sp. 6_1_27 (450749.3)	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	Obligate anaerobe	Asaccharolytic, ferments TCA cycle intermediates	Negative	Commensal	655	991	813	Ines Thiele	06/29/12	4	647533242	450749	ModelSEED	
Weissella paramesenteroides ATCC 33313	Weissella paramesenteroides ATCC 33313 (585506.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Weissella	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Commensal	577	946	748	Ines Thiele	06/25/12	3	645058793	585506	Kbase	
Adlercreutzia equolifaciens DSM 19450		Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	Obligate anaerobe	Asaccharolytic, nonfermentative	Positive	Commensal	590	943	814	chenry	09/09/14	NA	2597489914	1384484	Kbase	
Alistipes putredinis DSM 17216	Alistipes putredinis DSM 17216 (445970.5)	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Obligate anaerobe	Weakly saccharolytic, fermentative	Negative	Commensal	419	842	711	chenry	09/09/14	NA	NA	445970	Kbase	kb|g.1522
Anaerostipes hadrus DSM 3319	Anaerostipes hadrus DSM 3319 (649757.3)	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	790	1130	913	chenry	09/10/14	NA	2534681714	649757	Kbase	kb|g.32259
Clostridium butyricum E4 str. BoNT E BL5262	Clostridium butyricum E4 str. BoNT E BL5262 (632245.3)	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	937	1379	992	chenry	09/09/14	NA	645058703	632245	ModelSEED	kb|g.2662
Eggerthella lenta DSM 2243	Eggerthella lenta DSM 2243 (479437.5)	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae	Eggerthella	Nanaerobe	Asaccharolytic	Positive	Commensal	575	978	813	chenry	09/09/14	NA	NA	479437	ModelSEED	kb|g.1738
Eubacterium cylindroides T2-87	Eubacterium cylindroides T2-87 (717960.3)	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	462	990	776	chenry	09/10/14	NA	650377935	717960	Kbase	kb|g.3100
Eubacterium ramulus ATCC 29099		Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	Obligate anaerobe	Saccharolytic, fermentative, acetate converted to butyrate	Positive	Commensal	681	1128	911	chenry	09/09/14	NA	NA	1256908	Kbase	kb|g.208433
Megasphaera elsdenii DSM 20460		Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Megasphaera	Obligate anaerobe	Saccharolytic, fermentative, lactate fermented to propionate	Negative	Commensal	650	1170	930	chenry	09/10/14	NA	2511231071	1064535	ModelSEED	
Mycoplasma pneumoniae 309	Mycoplasma pneumoniae 309 (1112856.4)	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Obligate anaerobe	Ferments only glucose	Negative due to the absence of a cell wall	Pathogen	219	534	425	chenry	09/10/14	NA	2511231209	1112856	Kbase	kb|g.24310
Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1	Propionibacterium freudenreichii subsp. shermanii CIRM-BIA1 (754252.3)	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Propionibacteriaceae	Propionibacterium	Aerotolerant	Saccharolytic, fermentative	Positive	Probiotic	637	1141	924	chenry	09/10/14	NA	649633084	754252	Kbase	kb|g.3231
Roseburia hominis A2-183	Roseburia hominis A2-183 (585394.18)	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Obligate anaerobe	Saccharolytic, fermentative, acetate converted to butyrate	Negative	Commensal	729	1139	912	chenry	09/10/14	NA	2511231128	585394	ModelSEED	kb|g.26995
Blautia producta DSM 2950		Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Obligate anaerobe	Saccharolytic, fermentative, hydrogen used as energy source	Positive	Commensal	1023	1233	966	chenry	09/10/14	NA	NA	1121114	ModelSEED	kb|g.29565
Clostridium butyricum DSM 10702	Clostridium butyricum DSM 10702 (1316931.3)	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Obligate anaerobe	Saccharolytic, fermentative	Positive	Probiotic	1022	1406	982	chenry	09/10/14	NA	2554235109	1316931	ModelSEED	kb|g.31994
Ruminococcus bicirculans 80/3		Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	534	1021	814	Eugen Bauer	06/01/14	NA	2585427614	1160721	Kbase	
Prevotella stercorea DSM 18206		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	461	879	724	chenry	09/09/14	NA	2513237318	1002367	Kbase	kb|g.23116
Mycoplasma hominis ATCC 23114	Mycoplasma hominis ATCC 23114 (347256.5)	Bacteria	Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Obligate anaerobe	Ferments only arginine	Negative due to the absence of a cell wall	Pathogen	185	492	391	chenry	09/09/14	NA	646311946	347256	Kbase	kb|g.26459
Methanosphaera stadtmanae DSM 3091	Methanosphaera stadtmanae DSM 3091 (339860.6)	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	Obligate anaerobe	Uses methanol and hydrogen as energy sources and carbon dioxide and acetate as carbon sources	Positive	Commensal	325	808	708	chenry	09/10/14	NA	637000163	339860	Kbase	
Barnesiella intestinihominis YIT 11860	Barnesiella intestinihominis YIT 11860 (742726.3)	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Barnesiella	Obligate anaerobe	Saccharolytic, fermentative	Negative	Commensal	590	1043	861	chenry	09/10/14	NA	2529292932	742726	Kbase	kb|g.27473
Melainabacterium MEL.A1		Bacteria	Cyanobacteria	Melainabacteria	unclassified Melainabacteria	unclassified Melainabacteria	unclassified Melainabacteria	Obligate anaerobe (inferred from sequence)	Saccharolytic, fermentative (inferred from sequence)	Negative (inferred from sequence)	Commensal (inferred from sequence)	407	904	726	Emilie Muller	05/11/13	NA	NA	NA	ModelSEED	
Pyramidobacter piscolens W5455	Pyramidobacter piscolens W5455 (352165.3)	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Pyramidobacter	Obligate anaerobe	Asaccharolytic, fermentative	Negative		694	1164	931	Laura Kutt	04/19/16		647000302	352165	Kbase	kb|g.1034
Eubacterium desmolans ATCC 43058		Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Eubacterium	Obligate anaerobe		Positive		592	1151	957	Laura Kutt	04/18/16		NA	1408437	Kbase	kb|g.241166
Cronobacter sakazakii ATCC BAA-894	Cronobacter sakazakii ATCC BAA-894 (290339.8)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Cronobacter	Facultative anaerobe	Fermentative, respiratory	Negative		1126	1653	1172	Laura Kutt	04/18/16		640753022	290339	ModelSEED	kb|g.683
Lactobacillus coleohominis 101-4-CHN	Lactobacillus coleohominis 101-4-CHN (575594.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Facultative anaerobe	Saccharolytic, fermentative or respiratory	Positive		509	1039	834	Laura Kutt	04/18/16		646206276	575594	ModelSEED	kb|g.2455
Clostridium citroniae WAL-17108	Clostridium citroniae WAL-17108 (742733.3)	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnoclostridium	Obligate anaerobe	Saccharolytic, fermentative	Negative		1466	1353	1033	Laura Kutt	04/18/16		2513237360	742733	ModelSEED	kb|g.27477
Gemella morbillorum M424	Gemella moribillum M424 (562982.3)	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillales Incertae Sedis XI	Gemella	Facultative anaerobe	Saccharolytic, fermentative	Positive		484	929	744	Laura Kutt	04/17/16		NA	562982	ModelSEED	kb|g.2334
Prevotella timonensis 4401737 = DSM 22865 = JCM 15640		Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Nanaerobe	Saccharolytic, fermentative	Negative	Commensal	466	966	828	Laura Kutt	04/17/16		2600255039	1122992	Kbase	kb|g.207241
Streptococcus constellatus subsp. pharyngis SK1060	Streptococcus constellatus subsp. pharyngis SK1060 (1035184.3)	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Commensal	669	1080	846	Laura Kutt	05/29/16		2512047071	1035184	ModelSEED	kb|g.23362
Corynebacterium tuberculostearicum SK141	Corynebacterium tuberculostearicum SK141 (553206.4)	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Facultative anaerobe	Saccharolytic	Positive	Pathogen	654	1141	917	chenry	04/15/16		645058719	553206	ModelSEED	kb|g.2253
Ruminococcus flavefaciens ATCC 19208		Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Obligate anaerobe	Saccharolytic, fermentative	Positive		627	1169	952	Laura Kutt	04/18/16		NA	1336236	Kbase	kb|g.210295
